run_id,as_of_date,field,company,company_dir,agent,output_kind,final_recommendation,weighted_signal,payload_hash,payload_bytes,created_at
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,DB하이텍,dbhitek,chair,chair_json,보유,0.0481,fd404291b6420f97c7a882c618ff864093c507e4c9147a5028ce4f3b4728c3d3,,2026-05-18T08:55:05
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,dbhitek,chair,chair_report_md,,,b8987504044d6f6b065ad171cc1f678d5a183a99effc50e49a7d486b6b212bd3,,2026-05-18T08:40:28
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,dbhitek,chair,chair_report_md,,,b8987504044d6f6b065ad171cc1f678d5a183a99effc50e49a7d486b6b212bd3,,2026-05-18T08:55:05
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,동진쎄미켐,dongjin_semichem,chair,chair_agent_packet_json,보유,0.1361,990eae47d911c58a7bf48a98388e6e16f27b87df33c9ef5cc1e231532dc9b904,,2026-05-18T08:41:35
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,동진쎄미켐,dongjin_semichem,chair,chair_agent_packet_json,보유,0.1361,990eae47d911c58a7bf48a98388e6e16f27b87df33c9ef5cc1e231532dc9b904,,2026-05-18T08:57:09
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,동진쎄미켐,dongjin_semichem,chair,chair_json,보유,0.1361,990eae47d911c58a7bf48a98388e6e16f27b87df33c9ef5cc1e231532dc9b904,,2026-05-18T08:41:35
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,동진쎄미켐,dongjin_semichem,chair,chair_json,보유,0.1361,990eae47d911c58a7bf48a98388e6e16f27b87df33c9ef5cc1e231532dc9b904,,2026-05-18T08:57:09
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,dongjin_semichem,chair,chair_report_md,,,80cb304596e0d11e87b7b2c83c71cec1c3e509267a17a385e4cea85d9d429de5,,2026-05-18T08:41:35
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,dongjin_semichem,chair,chair_report_md,,,80cb304596e0d11e87b7b2c83c71cec1c3e509267a17a385e4cea85d9d429de5,,2026-05-18T08:57:09
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,두산테스나,doosan_tesna,chair,chair_agent_packet_json,매도,-0.1712,334575a1999eddaf603b81a60e406b906d0cc65a5a17b04bf605a6061de567dc,,2026-05-18T08:42:02
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,두산테스나,doosan_tesna,chair,chair_agent_packet_json,매도,-0.1712,334575a1999eddaf603b81a60e406b906d0cc65a5a17b04bf605a6061de567dc,,2026-05-18T08:58:14
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,두산테스나,doosan_tesna,chair,chair_json,매도,-0.1712,334575a1999eddaf603b81a60e406b906d0cc65a5a17b04bf605a6061de567dc,,2026-05-18T08:42:02
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,두산테스나,doosan_tesna,chair,chair_json,매도,-0.1712,334575a1999eddaf603b81a60e406b906d0cc65a5a17b04bf605a6061de567dc,,2026-05-18T08:58:14
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,doosan_tesna,chair,chair_report_md,,,da849683150d8b2f3c9d206e7723022706c60cbe4e0f9b30cf767d17c2b37cba,,2026-05-18T08:42:02
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,doosan_tesna,chair,chair_report_md,,,da849683150d8b2f3c9d206e7723022706c60cbe4e0f9b30cf767d17c2b37cba,,2026-05-18T08:58:14
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,덕산테코피아,duksan,chair,chair_agent_packet_json,매도,-0.2717,7cf4bdb48b9148d325a6bff8a74f6c97e2d86a939d5cdf0529c9547ad045d157,,2026-05-18T08:40:20
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,덕산테코피아,duksan,chair,chair_agent_packet_json,매도,-0.2717,7cf4bdb48b9148d325a6bff8a74f6c97e2d86a939d5cdf0529c9547ad045d157,,2026-05-18T08:54:58
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,덕산테코피아,duksan,chair,chair_json,매도,-0.2717,7cf4bdb48b9148d325a6bff8a74f6c97e2d86a939d5cdf0529c9547ad045d157,,2026-05-18T08:40:20
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,덕산테코피아,duksan,chair,chair_json,매도,-0.2717,7cf4bdb48b9148d325a6bff8a74f6c97e2d86a939d5cdf0529c9547ad045d157,,2026-05-18T08:54:58
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,duksan,chair,chair_report_md,,,72322fb06f1b089f97800faa52af7484b5a2fb29a6dffd0bcc8732a8f100784c,,2026-05-18T08:40:20
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,duksan,chair,chair_report_md,,,72322fb06f1b089f97800faa52af7484b5a2fb29a6dffd0bcc8732a8f100784c,,2026-05-18T08:54:58
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,이엔에프테크놀로지,enf_tech,chair,chair_agent_packet_json,보유,0.1911,bce7e30aa73f7ba01574b3056384c225774b7dcefb6d31437d4afd454d4a0101,,2026-05-18T08:41:42
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,이엔에프테크놀로지,enf_tech,chair,chair_agent_packet_json,보유,0.1911,bce7e30aa73f7ba01574b3056384c225774b7dcefb6d31437d4afd454d4a0101,,2026-05-18T08:57:54
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,이엔에프테크놀로지,enf_tech,chair,chair_json,보유,0.1911,bce7e30aa73f7ba01574b3056384c225774b7dcefb6d31437d4afd454d4a0101,,2026-05-18T08:41:42
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,이엔에프테크놀로지,enf_tech,chair,chair_json,보유,0.1911,bce7e30aa73f7ba01574b3056384c225774b7dcefb6d31437d4afd454d4a0101,,2026-05-18T08:57:54
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,enf_tech,chair,chair_report_md,,,5516de9fbf674a524a81e2f1d25e54d515f7834e5a04fb4655624ea17b4ad35f,,2026-05-18T08:41:42
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,enf_tech,chair,chair_report_md,,,5516de9fbf674a524a81e2f1d25e54d515f7834e5a04fb4655624ea17b4ad35f,,2026-05-18T08:57:54
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,유진테크,eugene_tech,chair,chair_agent_packet_json,보유,0.0324,c04623060fed61a4a5552f91b6d929c7d897e32293482a1ad645ce1000924648,,2026-05-18T08:41:06
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,유진테크,eugene_tech,chair,chair_agent_packet_json,보유,0.0324,c04623060fed61a4a5552f91b6d929c7d897e32293482a1ad645ce1000924648,,2026-05-18T08:55:51
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,유진테크,eugene_tech,chair,chair_json,보유,0.0324,c04623060fed61a4a5552f91b6d929c7d897e32293482a1ad645ce1000924648,,2026-05-18T08:41:06
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,유진테크,eugene_tech,chair,chair_json,보유,0.0324,c04623060fed61a4a5552f91b6d929c7d897e32293482a1ad645ce1000924648,,2026-05-18T08:55:51
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,eugene_tech,chair,chair_report_md,,,59d8bbec5a61165905f9a48b27486e4f7c9ba7cccf0d23a440b11cef078626d8,,2026-05-18T08:41:06
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,eugene_tech,chair,chair_report_md,,,59d8bbec5a61165905f9a48b27486e4f7c9ba7cccf0d23a440b11cef078626d8,,2026-05-18T08:55:51
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,가온칩스,gaochips,chair,chair_agent_packet_json,매도,-0.3567,e0ac3c686f0d12667cf69c5870af5a9e9ff8872b03097ea313ff4750fdba2fc7,,2026-05-18T08:41:00
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,가온칩스,gaochips,chair,chair_agent_packet_json,매도,-0.3567,e0ac3c686f0d12667cf69c5870af5a9e9ff8872b03097ea313ff4750fdba2fc7,,2026-05-18T08:55:42
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,가온칩스,gaochips,chair,chair_json,매도,-0.3567,e0ac3c686f0d12667cf69c5870af5a9e9ff8872b03097ea313ff4750fdba2fc7,,2026-05-18T08:41:00
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,가온칩스,gaochips,chair,chair_json,매도,-0.3567,e0ac3c686f0d12667cf69c5870af5a9e9ff8872b03097ea313ff4750fdba2fc7,,2026-05-18T08:55:41
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,gaochips,chair,chair_report_md,,,f4b7e9a2fb882e4f7ef8fe905e1374221be3289d152614e1bd8c8d108e27a9a8,,2026-05-18T08:41:00
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,gaochips,chair,chair_report_md,,,f4b7e9a2fb882e4f7ef8fe905e1374221be3289d152614e1bd8c8d108e27a9a8,,2026-05-18T08:55:42
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,GST,gst,chair,chair_agent_packet_json,보유,0.042,bbf4aff9885e1a8cc5a2611da55a08bc83642cb6ad85d6333e0293f9d9820096,,2026-05-18T08:41:21
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,GST,gst,chair,chair_agent_packet_json,보유,0.042,bbf4aff9885e1a8cc5a2611da55a08bc83642cb6ad85d6333e0293f9d9820096,,2026-05-18T08:56:07
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,GST,gst,chair,chair_json,보유,0.042,bbf4aff9885e1a8cc5a2611da55a08bc83642cb6ad85d6333e0293f9d9820096,,2026-05-18T08:41:21
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,GST,gst,chair,chair_json,보유,0.042,bbf4aff9885e1a8cc5a2611da55a08bc83642cb6ad85d6333e0293f9d9820096,,2026-05-18T08:56:07
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,gst,chair,chair_report_md,,,8138003ae60d3e70f95beacb7aa16dda42e61940210272df02dc340b7860bc01,,2026-05-18T08:41:21
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,gst,chair,chair_report_md,,,8138003ae60d3e70f95beacb7aa16dda42e61940210272df02dc340b7860bc01,,2026-05-18T08:56:07
chair_db_only_2025-05-01_20260518_083835,2025-05-01,반도체,한미반도체,hanmi,chair,chair_agent_packet_json,보유,-0.1095,6313f193b6ba7dd9a226b271e2f065f36f16a535216cf25408fa722b03111fb7,,2026-05-18T08:39:07
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,한미반도체,hanmi,chair,chair_agent_packet_json,보유,-0.1095,6313f193b6ba7dd9a226b271e2f065f36f16a535216cf25408fa722b03111fb7,,2026-05-18T08:40:10
chair_db_only_2025-05-01_20260518_085415,2025-05-01,반도체,한미반도체,hanmi,chair,chair_agent_packet_json,보유,-0.1095,6313f193b6ba7dd9a226b271e2f065f36f16a535216cf25408fa722b03111fb7,,2026-05-18T08:54:27
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,한미반도체,hanmi,chair,chair_agent_packet_json,보유,-0.1095,6313f193b6ba7dd9a226b271e2f065f36f16a535216cf25408fa722b03111fb7,,2026-05-18T08:54:51
chair_db_only_2025-05-01_20260518_083835,2025-05-01,반도체,한미반도체,hanmi,chair,chair_json,보유,-0.1095,6313f193b6ba7dd9a226b271e2f065f36f16a535216cf25408fa722b03111fb7,,2026-05-18T08:39:07
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,한미반도체,hanmi,chair,chair_json,보유,-0.1095,6313f193b6ba7dd9a226b271e2f065f36f16a535216cf25408fa722b03111fb7,,2026-05-18T08:40:10
chair_db_only_2025-05-01_20260518_085415,2025-05-01,반도체,한미반도체,hanmi,chair,chair_json,보유,-0.1095,6313f193b6ba7dd9a226b271e2f065f36f16a535216cf25408fa722b03111fb7,,2026-05-18T08:54:27
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,한미반도체,hanmi,chair,chair_json,보유,-0.1095,6313f193b6ba7dd9a226b271e2f065f36f16a535216cf25408fa722b03111fb7,,2026-05-18T08:54:50
chair_db_only_2025-05-01_20260518_083835,2025-05-01,반도체,,hanmi,chair,chair_report_md,,,5aaf773cb39408a54ae8bb5661d734f360c91b57af54d8761e6779484f9a6272,,2026-05-18T08:39:07
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,hanmi,chair,chair_report_md,,,5aaf773cb39408a54ae8bb5661d734f360c91b57af54d8761e6779484f9a6272,,2026-05-18T08:40:10
chair_db_only_2025-05-01_20260518_085415,2025-05-01,반도체,,hanmi,chair,chair_report_md,,,5aaf773cb39408a54ae8bb5661d734f360c91b57af54d8761e6779484f9a6272,,2026-05-18T08:54:27
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,hanmi,chair,chair_report_md,,,5aaf773cb39408a54ae8bb5661d734f360c91b57af54d8761e6779484f9a6272,,2026-05-18T08:54:51
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,한솔케미칼,hansol,chair,chair_agent_packet_json,보유,-0.0062,923fdb68d8caf1ad8a14399a5620e97db13c3fe8ad023d0c568e07893be2ab50,,2026-05-18T08:40:15
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,한솔케미칼,hansol,chair,chair_agent_packet_json,보유,-0.0062,923fdb68d8caf1ad8a14399a5620e97db13c3fe8ad023d0c568e07893be2ab50,,2026-05-18T08:54:55
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,한솔케미칼,hansol,chair,chair_json,보유,-0.0062,923fdb68d8caf1ad8a14399a5620e97db13c3fe8ad023d0c568e07893be2ab50,,2026-05-18T08:40:14
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,한솔케미칼,hansol,chair,chair_json,보유,-0.0062,923fdb68d8caf1ad8a14399a5620e97db13c3fe8ad023d0c568e07893be2ab50,,2026-05-18T08:54:55
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,hansol,chair,chair_report_md,,,80dcdb11096fc310ec62900acc723546eeafc35606391b52b76580b7fbc2229e,,2026-05-18T08:40:15
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,hansol,chair,chair_report_md,,,80dcdb11096fc310ec62900acc723546eeafc35606391b52b76580b7fbc2229e,,2026-05-18T08:54:55
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,ISC,isc,chair,chair_agent_packet_json,보유,0.0917,d7e6c0d5cd5553da4453a3eacebe0b51ace91e3781b2cca2b191244e1882aeee,,2026-05-18T08:41:55
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,ISC,isc,chair,chair_agent_packet_json,보유,0.0917,d7e6c0d5cd5553da4453a3eacebe0b51ace91e3781b2cca2b191244e1882aeee,,2026-05-18T08:58:06
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,ISC,isc,chair,chair_json,보유,0.0917,d7e6c0d5cd5553da4453a3eacebe0b51ace91e3781b2cca2b191244e1882aeee,,2026-05-18T08:41:55
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,ISC,isc,chair,chair_json,보유,0.0917,d7e6c0d5cd5553da4453a3eacebe0b51ace91e3781b2cca2b191244e1882aeee,,2026-05-18T08:58:06
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,isc,chair,chair_report_md,,,1f04c0d14e283309280dd7c0c84c256c52f4f136780dff5085bbd28daec7b394,,2026-05-18T08:41:55
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,isc,chair,chair_report_md,,,1f04c0d14e283309280dd7c0c84c256c52f4f136780dff5085bbd28daec7b394,,2026-05-18T08:58:06
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,제주반도체,jeju_semicon,chair,chair_agent_packet_json,보유,0.0076,90482cd974c12e8a9fb61dc63c8cf87e4556ccc8f26b525aab5e26a3c57fcb13,,2026-05-18T08:40:40
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,제주반도체,jeju_semicon,chair,chair_agent_packet_json,보유,0.0076,90482cd974c12e8a9fb61dc63c8cf87e4556ccc8f26b525aab5e26a3c57fcb13,,2026-05-18T08:55:18
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,제주반도체,jeju_semicon,chair,chair_json,보유,0.0076,90482cd974c12e8a9fb61dc63c8cf87e4556ccc8f26b525aab5e26a3c57fcb13,,2026-05-18T08:40:40
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,제주반도체,jeju_semicon,chair,chair_json,보유,0.0076,90482cd974c12e8a9fb61dc63c8cf87e4556ccc8f26b525aab5e26a3c57fcb13,,2026-05-18T08:55:17
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,jeju_semicon,chair,chair_report_md,,,9dfe8ef6c730456cee30c7471c17f8330654e73576fc33f71b644d01611a8a9a,,2026-05-18T08:40:40
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,jeju_semicon,chair,chair_report_md,,,9dfe8ef6c730456cee30c7471c17f8330654e73576fc33f71b644d01611a8a9a,,2026-05-18T08:55:18
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,리노공업,leeno,chair,chair_agent_packet_json,보유,0.0422,4d18e4f8bf731fd9c7e9dbec525af317f6aa6a6170084dde0e7bf2a660912735,,2026-05-18T08:42:09
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,리노공업,leeno,chair,chair_agent_packet_json,보유,0.0422,4d18e4f8bf731fd9c7e9dbec525af317f6aa6a6170084dde0e7bf2a660912735,,2026-05-18T08:58:17
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,리노공업,leeno,chair,chair_json,보유,0.0422,4d18e4f8bf731fd9c7e9dbec525af317f6aa6a6170084dde0e7bf2a660912735,,2026-05-18T08:42:09
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,리노공업,leeno,chair,chair_json,보유,0.0422,4d18e4f8bf731fd9c7e9dbec525af317f6aa6a6170084dde0e7bf2a660912735,,2026-05-18T08:58:17
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,leeno,chair,chair_report_md,,,92b906cd1ea560754f662ccfadffda05c3f49cafb47facd62e01985dac61c392,,2026-05-18T08:42:09
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,leeno,chair,chair_report_md,,,92b906cd1ea560754f662ccfadffda05c3f49cafb47facd62e01985dac61c392,,2026-05-18T08:58:17
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,엘티씨,ltc,chair,chair_agent_packet_json,보유,0.1118,c014ee44f5bfc862004b91212648fe89eced8b010cc4ba478e68903cd7157802,,2026-05-18T08:40:26
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,엘티씨,ltc,chair,chair_agent_packet_json,보유,0.1118,c014ee44f5bfc862004b91212648fe89eced8b010cc4ba478e68903cd7157802,,2026-05-18T08:55:02
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,엘티씨,ltc,chair,chair_json,보유,0.1118,c014ee44f5bfc862004b91212648fe89eced8b010cc4ba478e68903cd7157802,,2026-05-18T08:40:26
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,엘티씨,ltc,chair,chair_json,보유,0.1118,c014ee44f5bfc862004b91212648fe89eced8b010cc4ba478e68903cd7157802,,2026-05-18T08:55:02
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,ltc,chair,chair_report_md,,,9d67bc35457558af276633553311c89792d3a49764a99899e9d0f60a7d6e6bee,,2026-05-18T08:40:26
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,ltc,chair,chair_report_md,,,9d67bc35457558af276633553311c89792d3a49764a99899e9d0f60a7d6e6bee,,2026-05-18T08:55:02
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,LX세미콘,lxsemicon,chair,chair_agent_packet_json,보유,0.04,f9025a80b565c89945db1a6cc2bf0d19fc48398827d9b63c3fa6beee1c223fe9,,2026-05-18T08:40:35
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,LX세미콘,lxsemicon,chair,chair_agent_packet_json,보유,0.04,f9025a80b565c89945db1a6cc2bf0d19fc48398827d9b63c3fa6beee1c223fe9,,2026-05-18T08:55:11
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,LX세미콘,lxsemicon,chair,chair_json,보유,0.04,f9025a80b565c89945db1a6cc2bf0d19fc48398827d9b63c3fa6beee1c223fe9,,2026-05-18T08:40:35
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,LX세미콘,lxsemicon,chair,chair_json,보유,0.04,f9025a80b565c89945db1a6cc2bf0d19fc48398827d9b63c3fa6beee1c223fe9,,2026-05-18T08:55:11
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,lxsemicon,chair,chair_report_md,,,476cf793e28b48626bb5709c53d0e9c90215672219a32838fa5053e4f142ca91,,2026-05-18T08:40:35
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,lxsemicon,chair,chair_report_md,,,476cf793e28b48626bb5709c53d0e9c90215672219a32838fa5053e4f142ca91,,2026-05-18T08:55:11
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,미코,mico,chair,chair_agent_packet_json,보유,0.0881,9d9a73bf8e09df36601567d79dedcd28e9adcedbf6c4c6ca2f03e3ebe8407972,,2026-05-18T08:40:32
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,미코,mico,chair,chair_agent_packet_json,보유,0.0881,9d9a73bf8e09df36601567d79dedcd28e9adcedbf6c4c6ca2f03e3ebe8407972,,2026-05-18T08:55:08
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,미코,mico,chair,chair_json,보유,0.0881,9d9a73bf8e09df36601567d79dedcd28e9adcedbf6c4c6ca2f03e3ebe8407972,,2026-05-18T08:40:32
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,미코,mico,chair,chair_json,보유,0.0881,9d9a73bf8e09df36601567d79dedcd28e9adcedbf6c4c6ca2f03e3ebe8407972,,2026-05-18T08:55:08
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,mico,chair,chair_report_md,,,b601a701fe213f048e5d49b146347b3726f1142c8462d367a0ad7c6fef3f9530,,2026-05-18T08:40:32
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,mico,chair,chair_report_md,,,b601a701fe213f048e5d49b146347b3726f1142c8462d367a0ad7c6fef3f9530,,2026-05-18T08:55:08
chair_db_only_2025-05-01_20260518_083835,2025-05-01,반도체,네패스,nepes,chair,chair_agent_packet_json,보유,0.0382,8de0df7209d7032e085f227d015613e7283ed36ce0e3e8423b5cdc1d0c443642,,2026-05-18T08:38:59
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,네패스,nepes,chair,chair_agent_packet_json,보유,0.0382,8de0df7209d7032e085f227d015613e7283ed36ce0e3e8423b5cdc1d0c443642,,2026-05-18T08:40:05
chair_db_only_2025-05-01_20260518_085415,2025-05-01,반도체,네패스,nepes,chair,chair_agent_packet_json,보유,0.0382,8de0df7209d7032e085f227d015613e7283ed36ce0e3e8423b5cdc1d0c443642,,2026-05-18T08:54:19
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,네패스,nepes,chair,chair_agent_packet_json,보유,0.0382,8de0df7209d7032e085f227d015613e7283ed36ce0e3e8423b5cdc1d0c443642,,2026-05-18T08:54:45
chair_db_only_2025-05-01_20260518_083835,2025-05-01,반도체,네패스,nepes,chair,chair_json,보유,0.0382,8de0df7209d7032e085f227d015613e7283ed36ce0e3e8423b5cdc1d0c443642,,2026-05-18T08:38:56
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,네패스,nepes,chair,chair_json,보유,0.0382,8de0df7209d7032e085f227d015613e7283ed36ce0e3e8423b5cdc1d0c443642,,2026-05-18T08:40:05
