run_id,as_of_date,field,company,company_dir,agent,output_kind,packet_agent_count,packet_agents,packet_signals,packet_recommendations,auditor_final_recommendation,auditor_weighted_signal,auditor_passed,failed_agents,payload_hash,payload_bytes,created_at
chair_db_only_2025-05-01_20260518_085415,2025-05-01,반도체,한미반도체,hanmi,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": 0.0347, ""market"": -0.1, ""tech"": 0.3064, ""valuation"": -0.6883, ""issue"": 0.1818, ""macro"": -0.45}","{""finance"": ""보유"", ""market"": ""보유"", ""tech"": ""매수"", ""valuation"": ""매도"", ""issue"": ""보유"", ""macro"": ""매도""}",보유,-0.1095,True,,d5a8da33f4644d52474aa8619156d91d003d00b140e6c313004bf445814d0b75,,2026-05-18T08:54:27
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,한미반도체,hanmi,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": 0.0347, ""market"": -0.1, ""tech"": 0.3064, ""valuation"": -0.6883, ""issue"": 0.1818, ""macro"": -0.45}","{""finance"": ""보유"", ""market"": ""보유"", ""tech"": ""매수"", ""valuation"": ""매도"", ""issue"": ""보유"", ""macro"": ""매도""}",보유,-0.1095,True,,feb27c96ae8d0d3b0213630e65e148a5d36844abf56252ca48cf6786cafada20,,2026-05-18T08:54:48
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,한솔케미칼,hansol,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": 0.1894, ""market"": -0.21, ""tech"": 0.3406, ""valuation"": -0.4153, ""issue"": 0.3793, ""macro"": -0.45}","{""finance"": ""보유"", ""market"": ""보유"", ""tech"": ""매수"", ""valuation"": ""매도"", ""issue"": ""매수"", ""macro"": ""매도""}",보유,-0.0062,True,,c81b83d608f6f2efcec5a9626d3c231c2781fec2aeece8478f9243f4677f9da2,,2026-05-18T08:54:55
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,ISC,isc,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": 0.7991, ""market"": -0.14, ""tech"": -0.39, ""valuation"": -0.2354, ""issue"": 0.8298, ""macro"": -0.45}","{""finance"": ""매수"", ""market"": ""보유"", ""tech"": ""매도"", ""valuation"": ""보유"", ""issue"": ""매수"", ""macro"": ""매도""}",보유,0.0917,True,,da265821bcc40ce6fd6d8af49833f11a23820bdeda26f5fe1c971e79de4d9905,,2026-05-18T08:58:06
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,제주반도체,jeju_semicon,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": 0.7117, ""market"": -0.11, ""tech"": -0.39, ""valuation"": -0.2098, ""issue"": 0.1111, ""macro"": -0.45}","{""finance"": ""매수"", ""market"": ""보유"", ""tech"": ""매도"", ""valuation"": ""보유"", ""issue"": ""보유"", ""macro"": ""매도""}",보유,0.0076,True,,459b81948212212b92ade6637ffea0fe19eb0f745dbfa52aab28e06b31200e5d,,2026-05-18T08:55:17
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,리노공업,leeno,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": 0.5746, ""market"": -0.12, ""tech"": -0.39, ""valuation"": -0.1732, ""issue"": 0.7419, ""macro"": -0.45}","{""finance"": ""매수"", ""market"": ""보유"", ""tech"": ""매도"", ""valuation"": ""보유"", ""issue"": ""매수"", ""macro"": ""매도""}",보유,0.0422,True,,be7a3a81212b009683609fb4c2513f4fea56958f9c5bc24ba35eab76c905847d,,2026-05-18T08:58:17
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,엘티씨,ltc,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": 0.2361, ""market"": -0.16, ""tech"": 0.3406, ""valuation"": -0.1318, ""issue"": 0.8, ""macro"": -0.45}","{""finance"": ""보유"", ""market"": ""보유"", ""tech"": ""매수"", ""valuation"": ""보유"", ""issue"": ""매수"", ""macro"": ""매도""}",보유,0.1118,True,,0b60e243639e737ee130db21ff9c982fffd490cd7705098c8492f54d1c8145db,,2026-05-18T08:55:02
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,LX세미콘,lxsemicon,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": 0.4383, ""market"": -0.2, ""tech"": -0.39, ""valuation"": 0.0372, ""issue"": 0.76, ""macro"": -0.45}","{""finance"": ""매수"", ""market"": ""보유"", ""tech"": ""매도"", ""valuation"": ""보유"", ""issue"": ""매수"", ""macro"": ""매도""}",보유,0.04,True,,729d75a9bd10ede8533d695ea75b00b109f2314861014ccf4be1c58cac4fc0c5,,2026-05-18T08:55:11
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,미코,mico,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": 0.0794, ""market"": -0.0315, ""tech"": -0.39, ""valuation"": 0.7377, ""issue"": 0.4839, ""macro"": -0.45}","{""finance"": ""보유"", ""market"": ""보유"", ""tech"": ""매도"", ""valuation"": ""매수"", ""issue"": ""매수"", ""macro"": ""매도""}",보유,0.0881,True,,07dd432eedb83e5202ac6461ad37566fd93430cf210d65b0c74b1ba824a96302,,2026-05-18T08:55:08
chair_db_only_2025-05-01_20260518_085415,2025-05-01,반도체,네패스,nepes,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": -0.2121, ""market"": -0.2, ""tech"": 0.3029, ""valuation"": 0.2368, ""issue"": 0.5833, ""macro"": -0.45}","{""finance"": ""보유"", ""market"": ""보유"", ""tech"": ""매수"", ""valuation"": ""보유"", ""issue"": ""매수"", ""macro"": ""매도""}",보유,0.0382,True,,df7e1a7f7900be70e7b3444a390fc2029a738b0e5fafac5d5cb27da6dcfea306,,2026-05-18T08:54:19
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,네패스,nepes,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": -0.2121, ""market"": -0.2, ""tech"": 0.3029, ""valuation"": 0.2368, ""issue"": 0.5833, ""macro"": -0.45}","{""finance"": ""보유"", ""market"": ""보유"", ""tech"": ""매수"", ""valuation"": ""보유"", ""issue"": ""매수"", ""macro"": ""매도""}",보유,0.0382,True,,36c1a359ca5dd675c04e0c7252d4f74cc656edb9858aecf9b7d21c208d4700c3,,2026-05-18T08:54:45
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,넥스틴,nextin,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": -0.4048, ""market"": -0.0301, ""tech"": -0.39, ""valuation"": -0.387, ""issue"": 0.4118, ""macro"": -0.45}","{""finance"": ""매도"", ""market"": ""보유"", ""tech"": ""매도"", ""valuation"": ""매도"", ""issue"": ""매수"", ""macro"": ""매도""}",매도,-0.2649,True,,6c3a5b176dd74afba83fd31d5ee68e2a9cbd406772aa13fd66a706434e5ee9a9,,2026-05-18T08:56:39
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,피에스케이,psk,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": 0.8177, ""market"": -0.19, ""tech"": -0.39, ""valuation"": -0.2424, ""issue"": 0.2727, ""macro"": -0.45}","{""finance"": ""매수"", ""market"": ""보유"", ""tech"": ""매도"", ""valuation"": ""보유"", ""issue"": ""매수"", ""macro"": ""매도""}",보유,0.0317,True,,dfb0f4984e75e33ec2da068722f81ecc8725da1007518fe4f51cbfa4bc366525,,2026-05-18T08:55:55
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,SFA반도체,sfa_semicon,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": -0.4338, ""market"": -0.14, ""tech"": -0.39, ""valuation"": -0.2974, ""issue"": 0.8182, ""macro"": -0.45}","{""finance"": ""매도"", ""market"": ""보유"", ""tech"": ""매도"", ""valuation"": ""매도"", ""issue"": ""매수"", ""macro"": ""매도""}",매도,-0.2301,True,,1f463f769cb5dabf0b910638ca4b64142c9722786d1cf5f419f10650f54c205a,,2026-05-18T08:58:11
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,솔브레인,soulbrain,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": 0.6534, ""market"": -0.14, ""tech"": -0.39, ""valuation"": -0.265, ""issue"": 0.5455, ""macro"": -0.45}","{""finance"": ""매수"", ""market"": ""보유"", ""tech"": ""매도"", ""valuation"": ""매도"", ""issue"": ""매수"", ""macro"": ""매도""}",보유,0.0209,True,,17a4ebffc97d1a7cf73564e5507514951d1cbcaaa6f41c03b61b5cd9043ce648,,2026-05-18T08:56:50
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,에스티아이,sti,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": 0.3772, ""market"": -0.17, ""tech"": -0.39, ""valuation"": -0.2676, ""issue"": 0.2727, ""macro"": -0.45}","{""finance"": ""매수"", ""market"": ""보유"", ""tech"": ""매도"", ""valuation"": ""매도"", ""issue"": ""매수"", ""macro"": ""매도""}",보유,-0.0805,True,,9f570a6036fc6b1a6348f720baaa63b171379c92215f355d5f1da838c538d006,,2026-05-18T08:56:24
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,티씨케이,tck,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": 0.583, ""market"": -0.17, ""tech"": -0.39, ""valuation"": -0.2542, ""issue"": 0.625, ""macro"": -0.45}","{""finance"": ""매수"", ""market"": ""보유"", ""tech"": ""매도"", ""valuation"": ""매도"", ""issue"": ""매수"", ""macro"": ""매도""}",보유,0.0089,True,,d64240be8fefddd9dc45285cc3ff0336610dca3e5c6704ef829440326dfd3b2a,,2026-05-18T08:57:59
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,텔레칩스,telechips,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": -0.5061, ""market"": -0.33, ""tech"": -0.39, ""valuation"": 0.0468, ""issue"": 0.7, ""macro"": -0.45}","{""finance"": ""매도"", ""market"": ""매도"", ""tech"": ""매도"", ""valuation"": ""보유"", ""issue"": ""매수"", ""macro"": ""매도""}",매도,-0.2197,True,,ad16e63a4ea4c460a0e4dde61b39b1a5b4e322e18b0459ea26109af7cf20e0db,,2026-05-18T08:55:31
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,테스,tes,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": 0.7348, ""market"": -0.15, ""tech"": -0.39, ""valuation"": -0.2268, ""issue"": 0.8, ""macro"": -0.45}","{""finance"": ""매수"", ""market"": ""보유"", ""tech"": ""매도"", ""valuation"": ""보유"", ""issue"": ""매수"", ""macro"": ""매도""}",보유,0.0728,True,,8d353625e03373e17466c69b743dcabaa46a013ab131d2ad29e08febda2b8701,,2026-05-18T08:56:02
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,월덱스,woldex,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": 0.5632, ""market"": -0.2, ""tech"": -0.39, ""valuation"": 0.747, ""issue"": 0.8889, ""macro"": -0.45}","{""finance"": ""매수"", ""market"": ""보유"", ""tech"": ""매도"", ""valuation"": ""매수"", ""issue"": ""매수"", ""macro"": ""매도""}",보유,0.2261,True,,438b50b5433036ec4798bbf5687d4a2ccef828ab2bd4263e8ac7f28081553dd5,,2026-05-18T08:58:03
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,원익IPS,wonik_ips,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": 0.7876, ""market"": -0.33, ""tech"": -0.39, ""valuation"": -0.2421, ""issue"": 0.4074, ""macro"": -0.45}","{""finance"": ""매수"", ""market"": ""매도"", ""tech"": ""매도"", ""valuation"": ""보유"", ""issue"": ""매수"", ""macro"": ""매도""}",보유,0.0167,True,,be8736adbdd1027b9e525040c0c2087b50503153f624c7473aa93385732707dd,,2026-05-18T08:55:45
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,원익머트리얼즈,wonik_materials,auditor,auditor_chair_packet_json,6,"finance,market,tech,valuation,issue,macro","{""finance"": 0.3709, ""market"": -0.19, ""tech"": -0.39, ""valuation"": 0.1584, ""issue"": 0.2, ""macro"": -0.45}","{""finance"": ""매수"", ""market"": ""보유"", ""tech"": ""매도"", ""valuation"": ""보유"", ""issue"": ""보유"", ""macro"": ""매도""}",보유,-0.0071,True,,337d264ed9ddc7a8b79cd0ea1f5df6cbf3cfb9a6068550c7fe7a343fc4f99f81,,2026-05-18T08:57:16
