universe_id,company_name,ticker,market,sector_theme,sector_label,peer_group,semiconductor_tag,is_focal,selected_for_30,include_in_chair,reference_role,selection_rank_global,selection_rank_in_sector,selection_score,selection_reason,valuation_proxy_score,valuation_proxy_label,credit_risk_score,credit_proxy_label,valuation_pred_label,credit_pred_label,valuation_confidence,credit_confidence,valuation_confidence_bucket,credit_confidence_bucket,credit_anomaly_flag_top15pct,auditor_requires_human_review,data_quality_status,manual_review_priority,market_data_available,data_requirements,source_type,review_flag,created_at,notes
후공정_패키징_테스트_03_045300,성우테크론,045300,KOSDAQ,후공정_패키징_테스트,후공정/패키징/테스트,후공정/패키징/테스트,후공정/패키징/테스트,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,11,3,103.7292,valuation/credit ML overlay 기반 reference peer 후보; valuation=ATTRACTIVE; credit=LOW_RISK; quality=OK; human_review=False,0.7764444444444445,ATTRACTIVE,0.0714285714285714,LOW_RISK,ATTRACTIVE,LOW_RISK,0.9526864248076319,0.869939352370702,HIGH,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
소재_05_102710,이엔에프테크놀로지,102710,KOSDAQ,소재,소재,소재,소재,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,12,5,102.8683,valuation/credit ML overlay 기반 reference peer 후보; valuation=ATTRACTIVE; credit=LOW_RISK; quality=OK; human_review=False,0.7061538461538462,ATTRACTIVE,0.0,LOW_RISK,ATTRACTIVE,LOW_RISK,0.9371627732042065,0.8730332003988217,HIGH,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
idm_제조_메모리_02_000990,DB하이텍,000990,KOSPI,idm_제조_메모리,IDM/제조/메모리,IDM/제조/메모리,IDM/제조/메모리,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,13,2,102.7644,valuation/credit ML overlay 기반 reference peer 후보; valuation=ATTRACTIVE; credit=LOW_RISK; quality=OK; human_review=False,0.6653333333333333,ATTRACTIVE,0.0,LOW_RISK,ATTRACTIVE,LOW_RISK,0.9104444876024207,0.9880726272379208,HIGH,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
장비_02_029460,케이씨,029460,KOSPI,장비,장비,장비,장비,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,14,2,102.703,valuation/credit ML overlay 기반 reference peer 후보; valuation=ATTRACTIVE; credit=LOW_RISK; quality=OK; human_review=False,0.7065333333333332,ATTRACTIVE,0.0,LOW_RISK,ATTRACTIVE,LOW_RISK,0.9151708177015135,0.883115363364621,HIGH,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
장비_03_025000,KPX케미칼,025000,KOSPI,장비,장비,장비,장비,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,15,3,102.5372,valuation/credit ML overlay 기반 reference peer 후보; valuation=ATTRACTIVE; credit=LOW_RISK; quality=OK; human_review=False,0.6876,ATTRACTIVE,0.0,LOW_RISK,ATTRACTIVE,LOW_RISK,0.9091955435785402,0.9222174142026104,HIGH,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
팹리스_설계_03_093520,매커스,093520,KOSDAQ,팹리스_설계,팹리스/설계,팹리스/설계,팹리스/설계,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,16,3,102.2068,valuation/credit ML overlay 기반 reference peer 후보; valuation=ATTRACTIVE; credit=LOW_RISK; quality=OK; human_review=False,0.7056565656565656,ATTRACTIVE,0.0,LOW_RISK,ATTRACTIVE,LOW_RISK,0.9375173489226767,0.8297390345025338,HIGH,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
장비_04_083450,GST,083450,KOSDAQ,장비,장비,장비,장비,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,17,4,102.0405,valuation/credit ML overlay 기반 reference peer 후보; valuation=ATTRACTIVE; credit=LOW_RISK; quality=OK; human_review=False,0.6474666666666666,ATTRACTIVE,0.0,LOW_RISK,ATTRACTIVE,LOW_RISK,0.900491542853433,0.9914514013000448,HIGH,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
후공정_패키징_테스트_04_219420,링크제니시스,219420,KOSDAQ,후공정_패키징_테스트,후공정/패키징/테스트,후공정/패키징/테스트,후공정/패키징/테스트,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,18,4,101.6276,valuation/credit ML overlay 기반 reference peer 후보; valuation=ATTRACTIVE; credit=LOW_RISK; quality=OK; human_review=False,0.7522962962962964,ATTRACTIVE,0.0714285714285714,LOW_RISK,ATTRACTIVE,LOW_RISK,0.8724992666433111,0.8663667518810074,HIGH,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
idm_제조_메모리_03_096870,엘디티,096870,KOSDAQ,idm_제조_메모리,IDM/제조/메모리,IDM/제조/메모리,IDM/제조/메모리,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,19,3,100.8588,valuation/credit ML overlay 기반 reference peer 후보; valuation=ATTRACTIVE; credit=LOW_RISK; quality=OK; human_review=False,0.7518333333333332,ATTRACTIVE,0.0714285714285714,LOW_RISK,ATTRACTIVE,LOW_RISK,0.8817908899004964,0.8068970516192283,HIGH,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
후공정_패키징_테스트_05_053610,프로텍,053610,KOSDAQ,후공정_패키징_테스트,후공정/패키징/테스트,후공정/패키징/테스트,후공정/패키징/테스트,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,20,5,98.1146,valuation/credit ML overlay 기반 reference peer 후보; valuation=FAIR; credit=LOW_RISK; quality=OK; human_review=False,0.7342222222222222,FAIR,0.0714285714285714,LOW_RISK,FAIR,LOW_RISK,0.8971257561900263,0.9163768919768406,HIGH,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
idm_제조_메모리_04_078350,한양디지텍,078350,KOSDAQ,idm_제조_메모리,IDM/제조/메모리,IDM/제조/메모리,IDM/제조/메모리,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,21,4,98.058,valuation/credit ML overlay 기반 reference peer 후보; valuation=ATTRACTIVE; credit=LOW_RISK; quality=OK; human_review=False,0.6805000000000001,ATTRACTIVE,0.0714285714285714,LOW_RISK,ATTRACTIVE,LOW_RISK,0.8705426081647281,0.7978732006060483,HIGH,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
팹리스_설계_04_131290,티에스이,131290,KOSDAQ,팹리스_설계,팹리스/설계,팹리스/설계,팹리스/설계,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,22,4,97.2329,valuation/credit ML overlay 기반 reference peer 후보; valuation=ATTRACTIVE; credit=LOW_RISK; quality=OK; human_review=False,0.5880808080808082,ATTRACTIVE,0.0,LOW_RISK,ATTRACTIVE,LOW_RISK,0.7390287615028212,0.9709748314872512,HIGH,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
후공정_패키징_테스트_06_321260,프로이천,321260,KOSDAQ,후공정_패키징_테스트,후공정/패키징/테스트,후공정/패키징/테스트,후공정/패키징/테스트,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,23,6,97.1758,valuation/credit ML overlay 기반 reference peer 후보; valuation=ATTRACTIVE; credit=LOW_RISK; quality=OK; human_review=False,0.6905185185185185,ATTRACTIVE,0.1428571428571428,LOW_RISK,ATTRACTIVE,LOW_RISK,0.9481469936627798,0.7571217577270841,HIGH,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
소재_06_104830,원익머트리얼즈,104830,KOSDAQ,소재,소재,소재,소재,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,24,6,96.2459,valuation/credit ML overlay 기반 reference peer 후보; valuation=FAIR; credit=LOW_RISK; quality=OK; human_review=False,0.6682051282051282,FAIR,0.0714285714285714,LOW_RISK,FAIR,LOW_RISK,0.9160049727267536,0.9269592012859288,HIGH,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
부품_기판_01_051370,인터플렉스,051370,KOSDAQ,부품_기판,부품/기판,부품/기판,부품/기판,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,25,1,96.2323,valuation/credit ML overlay 기반 reference peer 후보; valuation=FAIR; credit=LOW_RISK; quality=OK; human_review=False,0.709047619047619,FAIR,0.0714285714285714,LOW_RISK,FAIR,LOW_RISK,0.904555257888918,0.8421993774288782,HIGH,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
소재_07_036830,솔브레인홀딩스,036830,KOSDAQ GLOBAL,소재,소재,소재,소재,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,26,7,95.5907,valuation/credit ML overlay 기반 reference peer 후보; valuation=ATTRACTIVE; credit=LOW_RISK; quality=OK; human_review=False,0.6666666666666667,ATTRACTIVE,0.0,LOW_RISK,ATTRACTIVE,LOW_RISK,0.5229115612060397,0.8942479649490351,MEDIUM,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
부품_기판_02_033240,자화전자,033240,KOSPI,부품_기판,부품/기판,부품/기판,부품/기판,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,27,2,94.292,valuation/credit ML overlay 기반 reference peer 후보; valuation=FAIR; credit=LOW_RISK; quality=OK; human_review=False,0.6647619047619049,FAIR,0.0714285714285714,LOW_RISK,FAIR,LOW_RISK,0.9380223994723259,0.7827117376718701,HIGH,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
부품_기판_03_090460,비에이치,090460,KOSPI,부품_기판,부품/기판,부품/기판,부품/기판,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,28,3,87.4992,valuation/credit ML overlay 기반 reference peer 후보; valuation=FAIR; credit=LOW_RISK; quality=OK; human_review=False,0.5752380952380951,FAIR,0.0,LOW_RISK,FAIR,LOW_RISK,0.5078538652826,0.8498731799769995,MEDIUM,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
부품_기판_04_007660,이수페타시스,007660,KOSPI,부품_기판,부품/기판,부품/기판,부품/기판,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,29,4,86.8099,valuation/credit ML overlay 기반 reference peer 후보; valuation=FAIR; credit=LOW_RISK; quality=OK; human_review=False,0.5061904761904762,FAIR,0.0,LOW_RISK,FAIR,LOW_RISK,0.599589540069591,0.8732919913777979,MEDIUM,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
부품_웨이퍼캐리어_01_060310,3S,060310,KOSDAQ,부품_웨이퍼캐리어,부품/웨이퍼캐리어,부품/기판,부품/웨이퍼캐리어,0,1,0,REFERENCE_PEER_FROM_VALUATION_CREDIT_ML,30,1,47.3145,valuation/credit ML overlay 기반 reference peer 후보; valuation=EXPENSIVE; credit=HIGH_RISK; quality=OK; human_review=False,0.3409523809523809,EXPENSIVE,0.5714285714285714,HIGH_RISK,EXPENSIVE,HIGH_RISK,0.8755971854841007,0.9688627439088098,HIGH,HIGH,False,False,OK,LOW,True,KIPRIS patents|DART business report|finance overlay|market data|news optional,valuation_credit_ml_overlay_candidate.csv,OK,2026-05-07T22:02:47,개별 company 폴더 없이 reference universe/peer clustering/percentile 계산에 우선 사용
