field,company,ticker,stock_code,company_dir,vc_role,peer_group,source_kind,fx_beta,raw_material_beta,sox_beta,krx_sector_beta,export_sensitivity,import_cost_sensitivity,rate_sensitivity,supply_chain_sensitivity,confidence,evidence_note,source_files
반도체,텔레칩스,054450,054450,telechips,차량용 반도체,차량용 반도체,market_db_workbook_role_proxy,0.2,-0.15,0.55,0.5,0.35,-0.2,-0.25,-0.25,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
반도체,코아시아,045970,045970,coasia,디자인솔루션,디자인솔루션,market_db_workbook_role_proxy,0.2,-0.15,0.55,0.5,0.35,-0.2,-0.25,-0.25,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
반도체,가온칩스,399720,399720,gaochips,디자인하우스,디자인하우스,market_db_workbook_role_proxy,0.2,-0.15,0.55,0.5,0.35,-0.2,-0.25,-0.25,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
반도체,원익IPS,240810,240810,wonik_ips,장비,장비,market_db_workbook_role_proxy,0.2,-0.15,0.75,0.6,0.4,-0.2,-0.3,-0.35,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
반도체,유진테크,084370,084370,eugene_tech,장비,장비,market_db_workbook_role_proxy,0.2,-0.15,0.75,0.6,0.4,-0.2,-0.3,-0.35,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
반도체,피에스케이,319660,319660,psk,장비,장비,market_db_workbook_role_proxy,0.2,-0.15,0.75,0.6,0.4,-0.2,-0.3,-0.35,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
반도체,테스,095610,095610,tes,장비,장비,market_db_workbook_role_proxy,0.2,-0.15,0.75,0.6,0.4,-0.2,-0.3,-0.35,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
반도체,GST,083450,083450,gst,장비,장비,market_db_workbook_role_proxy,0.2,-0.15,0.75,0.6,0.4,-0.2,-0.3,-0.35,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
반도체,에스티아이,039440,039440,sti,장비,장비,market_db_workbook_role_proxy,0.2,-0.15,0.75,0.6,0.4,-0.2,-0.3,-0.35,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
반도체,넥스틴,348210,348210,nextin,검사장비,검사장비,market_db_workbook_role_proxy,0.2,-0.15,0.75,0.6,0.4,-0.2,-0.3,-0.35,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
반도체,솔브레인,357780,357780,soulbrain,소재,소재,market_db_workbook_role_proxy,0.3,-0.45,0.5,0.5,0.35,-0.35,-0.25,-0.25,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
반도체,동진쎄미켐,005290,005290,dongjin_semichem,소재,소재,market_db_workbook_role_proxy,0.3,-0.45,0.5,0.5,0.35,-0.35,-0.25,-0.25,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
반도체,원익머트리얼즈,104830,104830,wonik_materials,소재,소재,market_db_workbook_role_proxy,0.3,-0.45,0.5,0.5,0.35,-0.35,-0.25,-0.25,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
반도체,이엔에프테크놀로지,102710,102710,enf_tech,소재,소재,market_db_workbook_role_proxy,0.3,-0.45,0.5,0.5,0.35,-0.35,-0.25,-0.25,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
반도체,티씨케이,064760,064760,tck,소재/부품,소재/부품,market_db_workbook_role_proxy,0.3,-0.45,0.5,0.5,0.35,-0.35,-0.25,-0.25,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
반도체,월덱스,101160,101160,woldex,소재/부품,소재/부품,market_db_workbook_role_proxy,0.3,-0.45,0.5,0.5,0.35,-0.35,-0.25,-0.25,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
반도체,ISC,095340,095340,isc,테스트/소켓,테스트/소켓,market_db_workbook_role_proxy,0.2,-0.15,0.7,0.65,0.4,-0.2,-0.25,-0.3,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
반도체,SFA반도체,036540,036540,sfa_semicon,후공정/패키징/테스트,후공정/패키징/테스트,market_db_workbook_role_proxy,0.2,-0.15,0.7,0.65,0.4,-0.2,-0.25,-0.3,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
반도체,두산테스나,131970,131970,doosan_tesna,테스트,테스트,market_db_workbook_role_proxy,0.2,-0.15,0.7,0.65,0.4,-0.2,-0.25,-0.3,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
반도체,리노공업,058470,058470,leeno,테스트/소켓,테스트/소켓,market_db_workbook_role_proxy,0.2,-0.15,0.7,0.65,0.4,-0.2,-0.25,-0.3,proxy_review_required,market_issues.db/Market_통합.xlsx/Universe의 밸류체인 분류를 이용한 성능평가용 초기 민감도 proxy입니다. 실제 회귀계수가 있으면 이 CSV를 덮어쓰면 됩니다.,C:\Agent_6.8\data\market_issues.db;MARKET_WORKBOOK_URL(in_memory)
