source_application_number,source_invention_title,source_ipc_number,source_application_date,source_register_status,source_final_disposal,source_right_holder,citation_record_index,citation_direction,cited_application_number,citing_application_number,citing_invention_title,citing_applicant_name,citation_date,citation_category,is_self_citation_estimated,parse_type,http_status_code,request_ok,request_url
1020210147736,HVOF에 의한 고밀도 YF3 코팅층의 제조방법 및 이를 통해 제조된 고밀도 YF3 HVOF 코팅층,C23C 4/04|C23C 4/129|C01F 17/265|C01F 17/10,2021-11-01,등록,등록,(주)코미코,1,BACKWARD_CITATION_ESTIMATED,1020210147736,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210147736&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020230012423,웨이퍼 도금용 컵셀,C25D 17/00|C25D 17/08|C25D 21/10|C25D 17/12,2023-01-31,등록,등록,하이쎄미코(주),1,BACKWARD_CITATION_ESTIMATED,1020230012423,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020230012423&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020247023391,금속 기판 및 보호층을 포함하는 음극,H01M 4/134|H01M 4/66|H01M 10/42|H01M 10/0568|H01M 10/0569|H01M 10/0567|H01M 4/525|H01M 4/505|H01M 4/38|H01M 4/02,2022-12-13,등록,등록,유미코아,1,BACKWARD_CITATION_ESTIMATED,1020247023391,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020247023391&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020247033087,리튬 이온 재충전식 배터리용 양극 활물질로서의 리튬 풍부 망간계 산화물,H01M 4/505|H01M 4/525|H01M 4/131|H01M 4/1391|H01M 10/0525|C01G 53/00|H01M 4/02,2023-03-03,등록,등록,유미코아|상뜨르 나쇼날 드 라 러쉐르쉬 샹띠피끄|유니베르시테 드 몽펠리에|에꼴 나쇼날 쉬페리에르 드 시미에 드 몽펠리에,1,BACKWARD_CITATION_ESTIMATED,1020247033087,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020247033087&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020150033375,배관용 멀티커플러,B29C 45/73,2015-03-10,등록,등록,주식회사 미코명진,1,BACKWARD_CITATION_ESTIMATED,1020150033375,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020150033375&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020190060781,금형 테스트 및 유지보수용 금형 개폐기,G01M 99/00|B29C 33/70|F16H 25/20,2019-05-23,등록,등록,주식회사 미코명진|한국알프스(주),1,BACKWARD_CITATION_ESTIMATED,1020190060781,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020190060781&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020190114945,7-ADCA 제조를 위한 데아세트옥시세팔로스포린 C의 고농도 생산 재조합 아크레모니움 크리소제눔 균주의 제조방법 및 이 방법으로 제조된 균주,C12N 9/10|C12N 9/02|C12P 35/00,2019-09-18,등록,등록,아미코젠주식회사,1,BACKWARD_CITATION_ESTIMATED,1020190114945,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020190114945&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020060116640,자동차 촉매 분할도포 장치 및 방법,B05B 12/16,2006-11-24,등록,등록,한국유미코아촉매 유한책임회사,1,BACKWARD_CITATION_ESTIMATED,1020060116640,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020060116640&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020070043682,재조합 대장균을 이용한 라이코펜 생산 방법,C12N 1/21,2007-05-04,등록,등록,아미코젠주식회사,1,BACKWARD_CITATION_ESTIMATED,1020070043682,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020070043682&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020070084418,"용사 코팅 방법, 이를 이용한 정전척 제조 방법 및 정전척",C23C 4/134|C23C 4/04|C23C 4/10|C23C 28/04,2007-08-22,등록,등록,주식회사 미코,1,BACKWARD_CITATION_ESTIMATED,1020070084418,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020070084418&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020070092487,액체 화장료용 도포구,A45D 34/04|A46B 9/02,2007-09-12,등록,등록,주식회사 케미코스,1,BACKWARD_CITATION_ESTIMATED,1020070092487,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020070092487&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020090034644,핫 프레스 소결용 몰드 및 그 제조방법,B28B 7/34|B28B 7/26|B28B 7/00,2009-04-21,등록,등록,(주) 미코하이테크,1,BACKWARD_CITATION_ESTIMATED,1020090034644,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020090034644&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020097006485,금속 또는 세라믹 코어 물질을 포함하는 코어/쉘형 촉매 입자 및 이의 제조방법,B01J 35/00|B01J 23/38|B01J 23/74|H01M 4/86|H01M 4/88|H01M 4/92|H01M 8/1007|B22F 1/054|B22F 1/17|B82Y 30/00,2007-08-27,등록,등록,우미코레 아게 운트 코 카게,1,BACKWARD_CITATION_ESTIMATED,1020097006485,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020097006485&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020110012948,백금 및 팔라듐을 이용한 디젤자동차용 촉매의 제조방법,B01J 37/04|B01J 37/02|B01J 37/08|B01J 23/44|B01J 21/12,2011-02-14,등록,등록,한국유미코아촉매 유한책임회사,1,BACKWARD_CITATION_ESTIMATED,1020110012948,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020110012948&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020110019923,박막 증착 시스템을 이용한 방사선 검출 모듈,C23C 28/00|C23C 14/14|C23C 14/08|C23C 14/10|C23C 16/06|C23C 16/40|C23C 16/30|G01T 1/167,2011-03-07,등록,등록,주식회사 에이엠티세미코어,1,BACKWARD_CITATION_ESTIMATED,1020110019923,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020110019923&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020117018120,엔진 배기 가스용의 가스 열 교환기,F02M 25/07|C22C 38/00|F28F 21/08,2010-01-19,등록,등록,발레오 테르미코 에스.에이.,1,BACKWARD_CITATION_ESTIMATED,1020117018120,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020117018120&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020137005353,알루미나로 건식 코팅된 양극재 전구체,C04B 35/628|H01M 4/525|C01G 53/04,2011-08-04,등록,등록,유미코아,1,BACKWARD_CITATION_ESTIMATED,1020137005353,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020137005353&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020137014080,표면에 대한 폴리아이소시아네이트 작용성 접착제의 접착성이 개선되도록 개질된 하나 이상의 표면을 갖는 폴리올레핀,B32B 27/32|B32B 27/38|B32B 27/18|B32B 7/12|C08J 7/04,2011-10-07,등록,등록,다우 브라질 인더스트리아 이 코메르시오 디 프로두토스 퀴미코스 엘티디에이.,1,BACKWARD_CITATION_ESTIMATED,1020137014080,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020137014080&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020140037007,필터 프레임에 있어서의 필터 렌즈의 유지 기구,G03B 17/12|G03B 11/00|G02B 7/00|G02B 7/02|H04N 5/225,2014-03-28,등록,등록,마루미코키 카부시키가이샤,1,BACKWARD_CITATION_ESTIMATED,1020140037007,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020140037007&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020227023862,높은 NO2 대 NOx 비에서의 효율적인 SCR을 위한 시스템 및 방법,B01D 53/86|B01D 53/90|F23R 3/40,2020-11-30,공개,공개,우미코레 아게 운트 코 카게,1,BACKWARD_CITATION_ESTIMATED,1020227023862,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020227023862&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020230175586,결핵균에 대한 살균면역을 유도하는 융합단백질을 포함하는 결핵 백신 조성물,A61K 39/04|A61K 38/16|A61P 31/06|C07K 14/35,2023-12-06,공개,공개,주식회사 미코라파,1,BACKWARD_CITATION_ESTIMATED,1020230175586,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020230175586&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020240067152,고용융강도 엘라스토머를 혼합한 폴리프로필렌 발포시트 및 그 제조 방법,B29C 48/00|B29C 44/20|B29C 48/29|B29C 48/07|B29C 48/385|B29C 48/365|B29D 7/01|C08J 9/00|C08K 3/34,2024-05-23,공개,공개,케미코첨단소재 주식회사,1,BACKWARD_CITATION_ESTIMATED,1020240067152,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020240067152&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020240125994,신속발육 비결핵 항산균 세포벽골격을 포함하는 면역증강 조성물과 그에 의한 제조 방법,A61K 35/74|A61K 39/39|A61P 31/06|A61P 35/00|A61K 31/133|A61K 31/201|A61K 31/231|A61K 31/045|C12N 1/20|A61K 39/00,2024-09-13,공개,공개,충남대학교산학협력단|주식회사 미코라파,1,BACKWARD_CITATION_ESTIMATED,1020240125994,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020240125994&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020240150761,초고압 등온 온간 등방압 성형장치,B22F 3/15|B30B 11/00,2024-10-30,공개,공개,(주) 미코하이테크,1,BACKWARD_CITATION_ESTIMATED,1020240150761,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020240150761&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020247002462,폐수 처리를 위한 친환경적 방법,C02F 3/34|C02F 1/461|C02F 1/52|C02F 103/16|C02F 103/10|C02F 101/10,2022-06-10,공개,공개,유미코아,1,BACKWARD_CITATION_ESTIMATED,1020247002462,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020247002462&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020247006649,금속의 분리를 위한 결정화 방법,C22B 3/08|C22B 3/22|C22B 7/00|C22B 26/12|H01M 10/54,2022-07-27,공개,공개,유미코아,1,BACKWARD_CITATION_ESTIMATED,1020247006649,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020247006649&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020247014526,에폭시 수지,C08G 59/14|C08G 59/06|C08G 59/24|C08L 63/00|C08G 59/42|C09D 163/00,2022-11-03,공개,공개,"스폴렉 프로 케미코우 어 허트니 비로부, 아크시오바 스폴렉노스트",1,BACKWARD_CITATION_ESTIMATED,1020247014526,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020247014526&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020247041158,블랙 매스로부터의 니켈 및 코발트의 회수,C22B 23/02|C22B 1/00|C22B 26/12|H01M 10/54,2023-05-08,공개,공개,유미코아,1,BACKWARD_CITATION_ESTIMATED,1020247041158,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020247041158&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020247043253,"습윤 조건하의 메탄 연소를 위한 금속-담지 촉매 시스템, 이의 제조 방법 및 이의 용도",B01J 23/63|B01J 23/83|B01J 37/06|B01J 37/08|B01J 35/50|F23C 13/08,2023-05-31,공개,공개,우미코레 아게 운트 코 카게,1,BACKWARD_CITATION_ESTIMATED,1020247043253,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020247043253&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020257000857,Ni 및/또는 Co를 포함하는 고체 금속 공급물의 황화,C22B 3/08|C22B 3/44|C22B 3/00|H01M 10/54,2023-06-09,공개,공개,유미코아,1,BACKWARD_CITATION_ESTIMATED,1020257000857,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020257000857&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020257000858,금속 황화 방법,C01G 53/10|C01G 51/15|C22B 26/12|C22B 3/00|C22B 3/44|C22B 7/00|C22B 3/08|B01D 9/00,2023-06-09,공개,공개,유미코아,1,BACKWARD_CITATION_ESTIMATED,1020257000858,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020257000858&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020257002641,고체 황화물 전해질의 제조 방법,H01M 10/0562|H01M 10/052|H01M 10/0585,2023-06-23,공개,공개,유미코아,1,BACKWARD_CITATION_ESTIMATED,1020257002641,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020257002641&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020257023625,황화물 고체 충전식 배터리용 양극 활물질로서의 리튬 니켈-기반 복합체 산화물,H01M 4/525|H01M 4/505|H01M 4/36|H01M 10/0562|H01M 10/052|C01G 53/50|C01G 53/82|H01M 4/02,2023-12-14,공개,공개,유미코아,1,BACKWARD_CITATION_ESTIMATED,1020257023625,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020257023625&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020257023635,양극 활물질 및 양극 활물질의 제조 방법,H01M 4/525|H01M 4/505|H01M 10/0562|H01M 10/052|H01M 4/36|H01M 4/62|C01G 53/504|H01M 4/02,2023-12-14,공개,공개,유미코아,1,BACKWARD_CITATION_ESTIMATED,1020257023635,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020257023635&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020257023852,금속으로 치환된 리튬 결핍 할로겐화물 풍부 고체 전해질,H01M 10/0562|H01M 10/0585|H01M 10/052,2023-12-18,공개,공개,유미코아|상뜨르 나쇼날 드 라 러쉐르쉬 샹띠피끄|위니베르시떼 드 피카르디 쥘 베른,1,BACKWARD_CITATION_ESTIMATED,1020257023852,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020257023852&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020267011269,양극 활성 물질 및 양극 활성 물질을 제조하기 위한 방법,C01G 53/504|H01M 4/505|H01M 4/525|H01M 4/36|H01M 10/0562|H01M 10/052|H01M 4/02,2024-09-10,공개,공개,유미코아,1,BACKWARD_CITATION_ESTIMATED,1020267011269,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020267011269&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020030055868,도포법을 이용한 플라즈마처리 용기 내부재의 제조방법과그 방법으로 제조된 내부재,H10P 50/20,2003-08-12,소멸,소멸,주식회사 미코,1,BACKWARD_CITATION_ESTIMATED,1020030055868,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020030055868&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020040045415,반도체 제조설비용 부품정보 제공시스템 및 부품정보제공방법,G06Q 50/04|G06Q 10/06|H10P 10/00,2004-06-18,소멸,소멸,주식회사 미코,1,BACKWARD_CITATION_ESTIMATED,1020040045415,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020040045415&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020040056857,아크 방지용 에지 돌출부를 갖는 세라믹 정전척 장치 및그 제조 방법,H10P 72/50,2004-07-21,소멸,소멸,주식회사 미코,1,BACKWARD_CITATION_ESTIMATED,1020040056857,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020040056857&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020050001082,반도체 검사용 프로브 카드,H10P 74/00|G01R 1/067|G01R 31/26,2005-01-06,소멸,소멸,(주) 미코에스앤피,1,BACKWARD_CITATION_ESTIMATED,1020050001082,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020050001082&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020050131659,정전척 및 히터,H10P 72/70|H02N 13/00,2005-12-28,소멸,소멸,주식회사 미코,1,BACKWARD_CITATION_ESTIMATED,1020050131659,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020050131659&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020060074048,왁스 결합 장치 및 이를 이용한 왁스 결합 방법,H10P 10/00|H10P 72/00,2006-08-07,소멸,소멸,(주)미코엠에스티,1,BACKWARD_CITATION_ESTIMATED,1020060074048,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020060074048&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
