source_application_number,source_invention_title,source_ipc_number,source_application_date,source_register_status,source_final_disposal,source_right_holder,citation_record_index,citation_direction,cited_application_number,citing_application_number,citing_invention_title,citing_applicant_name,citation_date,citation_category,is_self_citation_estimated,parse_type,http_status_code,request_ok,request_url
1020027017003,자기 기록 매체 및 그 제조 방법,G11B 5/66|G11B 5/74,2001-06-01,소멸,소멸,에이취지에스티 네덜란드 비.브이.,1,BACKWARD_CITATION_ESTIMATED,1020027017003,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020027017003&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020037000803,적층 자기 기록 매체,G11B 5/66|C23C 28/02|C23C 28/00,2001-07-06,소멸,소멸,에이취지에스티 네덜란드 비.브이.,1,BACKWARD_CITATION_ESTIMATED,1020037000803,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020037000803&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020040012917,쓰기 지원층이 있는 자기 기록 매체,G11B 5/66|B32B 27/08,2004-02-26,취하,취하,에이취지에스티 네덜란드 비.브이.,1,BACKWARD_CITATION_ESTIMATED,1020040012917,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020040012917&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020040057167,자기 레코딩용의 자기 이방성 조절식 적층형 자기 박막,G11B 5/66|G11B 5/012|G11B 5/65|G11B 5/74|G11B 5/851|G11B 5/00,2004-07-22,거절,거절,에이취지에스티 네덜란드 비.브이.,1,BACKWARD_CITATION_ESTIMATED,1020040057167,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020040057167&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020040098987,패턴화된 멀티레벨 수직 자기 기록 매체,G11B 5/66|G11B 5/74|G11B 5/855|G11B 5/127|G11B 5/00,2004-11-30,취하,취하,에이취지에스티 네덜란드 비.브이.,1,BACKWARD_CITATION_ESTIMATED,1020040098987,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020040098987&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020040100158,패터닝된 다중 레벨 수직 자기 기록 매체를 구비한 자기기록 시스템,G11B 5/66|G11B 5/127|G11B 5/74|G11B 5/855|G11B 5/00,2004-12-02,취하,취하,에이취지에스티 네덜란드 비.브이.,1,BACKWARD_CITATION_ESTIMATED,1020040100158,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020040100158&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020047001500,적층체 내의 개별 자성층의 하나로서 반강자성적으로결합된 층을 구비하는 적층 자기 기록 매체,G11B 5/66|C23C 28/02|C23C 28/00,2003-01-29,거절,거절,에이취지에스티 네덜란드 비.브이.,1,BACKWARD_CITATION_ESTIMATED,1020047001500,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020047001500&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020050014836,복수 개의 하부층들을 갖는 반강자성 결합 자기층을 구비한자기 기록 디스크,G11B 5/66|G11B 5/31|G11B 5/65,2005-02-23,취하,취하,에이취지에스티 네덜란드 비.브이.,1,BACKWARD_CITATION_ESTIMATED,1020050014836,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020050014836&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020050062226,협소 트랙 초거대 자기 저항[EMR] 장치,G11B 5/39,2005-07-11,취하,취하,에이취지에스티 네덜란드 비.브이.,1,BACKWARD_CITATION_ESTIMATED,1020050062226,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020050062226&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020050081538,창문 자동개폐장치,E05F 15/635|E05F 15/652|E05F 15/71|E05B 47/00|E06B 3/46,2005-09-02,소멸,소멸,(주)지에스티기술산업,1,BACKWARD_CITATION_ESTIMATED,1020050081538,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020050081538&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020050085138,수직 자기 기록 매체 및 그 제조 방법,G11B 5/667|G11B 5/65|G11B 5/73|G11B 5/127|G11B 5/00,2005-09-13,취하,취하,에이취지에스티 네덜란드 비.브이.,1,BACKWARD_CITATION_ESTIMATED,1020050085138,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020050085138&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020060037288,판독/기입 오프셋과 호환 가능한 스터드형 후미 차폐를갖춘 수직 자기 기입 헤드,G11B 5/10|G11B 5/127|G11B 5/187|G11B 5/31,2006-04-25,취하,취하,에이취지에스티 네덜란드 비.브이.,1,BACKWARD_CITATION_ESTIMATED,1020060037288,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020060037288&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020060066907,열어시스트 자기 기록 매체 및 자기 기록 재생 장치,G11B 5/66|G11B 5/70|G11B 5/012|G11B 5/00,2006-07-18,취하,취하,에이취지에스티 네덜란드 비.브이.,1,BACKWARD_CITATION_ESTIMATED,1020060066907,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020060066907&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020060080112,결정적 로드로부터의 선행가산 정보에 응답하는 전압 조정시스템,G05F 1/10,2006-08-23,취하,취하,에이취지에스티 네덜란드 비.브이.,1,BACKWARD_CITATION_ESTIMATED,1020060080112,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020060080112&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020060080307,"고-모멘트, 고내식성 연성 하부층(SUL)을 갖는 수직자기 기록 시스템 및 매체",G11B 5/66|G11B 5/68|G11B 5/706|G11B 5/73|G11B 5/127|G11B 5/00,2006-08-24,취하,취하,에이취지에스티 네덜란드 비.브이.,1,BACKWARD_CITATION_ESTIMATED,1020060080307,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020060080307&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020070055023,자기 디스크 장치,G11B 33/14,2007-06-05,소멸,소멸,에이취지에스티 네덜란드 비.브이.,1,BACKWARD_CITATION_ESTIMATED,1020070055023,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020070055023&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020110033130,엔진 오일 품질 모니터링 장치,F01M 11/10|F01M 11/03,2011-04-11,소멸,소멸,호서대학교 산학협력단|태성지에스티 주식회사,1,BACKWARD_CITATION_ESTIMATED,1020110033130,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020110033130&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020110054636,고농도 질소 제거를 위한 폐수 처리 장치 및 그 장치를 이용한 폐수 처리 방법.,C02F 3/30|C02F 101/16,2011-06-07,거절,거절,(주)엔지에스티|이재기,1,BACKWARD_CITATION_ESTIMATED,1020110054636,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020110054636&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020130066527,하드 디스크 드라이브 내의 원위치 접촉 퍼텐셜 측정,G11B 5/455,2013-06-11,소멸,소멸,에이취지에스티 네덜란드 비.브이.,1,BACKWARD_CITATION_ESTIMATED,1020130066527,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020130066527&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020130151235,고착 고장을 갖는 메모리 셀에 비트를 저장하기 위한 기법,G11C 13/02|G11C 7/12,2013-12-06,소멸,소멸,에이취지에스티 네덜란드 비.브이.,1,BACKWARD_CITATION_ESTIMATED,1020130151235,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020130151235&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
