source_application_number,source_invention_title,source_ipc_number,source_application_date,source_register_status,source_final_disposal,source_right_holder,citation_record_index,citation_direction,cited_application_number,citing_application_number,citing_invention_title,citing_applicant_name,citation_date,citation_category,is_self_citation_estimated,parse_type,http_status_code,request_ok,request_url
1020190011855,실리콘 전구체 및 이를 이용한 실리콘 함유 박막의 제조방법,C07F 7/10|C23C 16/40|C23C 16/455|H10P 10/00,2019-01-30,등록,등록,주식회사 한솔케미칼,1,BACKWARD_CITATION_ESTIMATED,1020190011855,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020190011855&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020190099873,균일한 두께의 구조물 형성 장치 및 그 방법,H10P 72/00|H10P 10/00,2019-08-14,등록,등록,한솔아이원스 주식회사,1,BACKWARD_CITATION_ESTIMATED,1020190099873,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020190099873&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020190158833,이중 경화형 접착제 조성물,C09J 4/00|C09J 133/04|C08K 5/37|C09J 11/00,2019-12-03,등록,등록,주식회사 한솔케미칼,1,BACKWARD_CITATION_ESTIMATED,1020190158833,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020190158833&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020070008447,차량용 선바이저 및 그 제조방법,B32B 5/18|B29C 65/00|B60J 3/02|C09J 175/04|C09J 121/00|C09J 7/00|C09J 11/00,2007-01-26,등록,등록,주식회사 대솔오시스|주식회사 대한솔루션,1,BACKWARD_CITATION_ESTIMATED,1020070008447,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020070008447&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020090128077,"코어-쉘 구조의 전분-비닐 공중합체, 이를 포함하는 종이 코팅액, 및 이의 제조방법",C08F 251/02|C08F 265/06|C08L 3/02|C09D 103/04|C09J 103/04,2009-12-21,등록,등록,대상 주식회사|주식회사 한솔케미칼,1,BACKWARD_CITATION_ESTIMATED,1020090128077,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020090128077&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020130034634,태양광모듈을 활용한 태양열 온수난방 과승방지 시스템,F24S 10/00|F24S 40/00|H10F 99/00|F24S 50/00|F24J 2/34,2013-03-29,등록,등록,세한에너지 주식회사,1,BACKWARD_CITATION_ESTIMATED,1020130034634,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020130034634&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020200000948,양자점 광학 필름 및 이에 포함되는 양자점 조성물,C08J 7/04|C08J 5/18|C09D 133/06|C09D 181/04|C08K 3/013|C08K 3/16|C08K 5/00|B32B 27/08,2020-01-03,등록,등록,주식회사 한솔케미칼,1,BACKWARD_CITATION_ESTIMATED,1020200000948,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200000948&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020200030990,패드 프린팅 공정 적용이 가능한 무용제형 자외선 경화형 블랙잉크 조성물,C09D 11/101|C09D 11/104|B41F 17/00|B41M 1/00|B41M 7/00|G02F 1/13,2020-03-12,등록,등록,주식회사 한솔케미칼,1,BACKWARD_CITATION_ESTIMATED,1020200030990,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200030990&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020200042375,나노입자의 대량 정제 시스템 및 이를 이용한 나노입자의 대량 정제방법,B04B 5/10|B04B 1/00|B04B 15/00|B01D 3/00,2020-04-07,등록,등록,주식회사 한솔케미칼,1,BACKWARD_CITATION_ESTIMATED,1020200042375,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200042375&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020200061578,양자점 광학 필름 및 이에 포함되는 양자점 조성물,C08J 7/04|C09K 11/02|C08J 5/18|C09D 133/06|C08K 3/22|C08F 220/18|C08F 2/44,2020-05-22,등록,등록,주식회사 한솔케미칼,1,BACKWARD_CITATION_ESTIMATED,1020200061578,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200061578&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020200067579,"리튬 이차 전지용 음극 활물질, 이의 제조 방법 및 이를 포함하는 리튬 이차전지",H01M 4/36|H01M 4/38|H01M 4/587|H01M 4/62|C01B 33/02|C01B 32/21|C01B 32/05|H01M 10/052,2020-06-04,등록,등록,주식회사 한솔케미칼,1,BACKWARD_CITATION_ESTIMATED,1020200067579,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200067579&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020200068281,"리튬 이차 전지용 음극 활물질, 이의 제조 방법 및 이를 포함하는 리튬 이차전지",H01M 4/36|H01M 4/38|H01M 4/587|H01M 4/62|H01M 10/052|C01B 33/02|C01B 32/21|C01B 32/05,2020-06-05,등록,등록,주식회사 한솔케미칼,1,BACKWARD_CITATION_ESTIMATED,1020200068281,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200068281&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020200071673,양자점-고분자 복합체의 제조방법 및 이로부터 제조된 양자점-고분자 복합체를 포함하는 양자점 광학 필름,C08F 292/00|C08F 220/14|C08J 5/18|B32B 27/08|G02B 1/04,2020-06-12,등록,등록,주식회사 한솔케미칼,1,BACKWARD_CITATION_ESTIMATED,1020200071673,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200071673&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020200081608,만두 성형시스템,A23P 20/20|A23P 30/10|A23P 30/20,2020-07-02,등록,등록,(주)한솔기계,1,BACKWARD_CITATION_ESTIMATED,1020200081608,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200081608&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020200084645,머플 챔버 일체형 유동상 소각로,F23G 5/30|F23G 5/46,2020-07-09,등록,등록,한솔이엠이(주),1,BACKWARD_CITATION_ESTIMATED,1020200084645,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200084645&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020200084646,유동상 소각로,F23G 5/30|F23G 7/00|F23C 10/20|F23C 10/28,2020-07-09,등록,등록,한솔이엠이(주),1,BACKWARD_CITATION_ESTIMATED,1020200084646,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200084646&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020200090143,클린룸 설치용 밴드형 파이프 고정기구,F16L 3/04|F16L 3/24,2020-07-21,등록,등록,주식회사 한솔세미텍,1,BACKWARD_CITATION_ESTIMATED,1020200090143,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200090143&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020200094049,"코발트 화합물, 이를 포함하는 전구체 조성물, 및 이를 이용한 박막의 제조방법",C07F 15/06|C23C 16/18|C23C 16/40|C23C 16/34|C23C 16/42,2020-07-28,등록,등록,주식회사 한솔케미칼,1,BACKWARD_CITATION_ESTIMATED,1020200094049,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200094049&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020200094537,"유기금속 화합물, 이를 포함하는 전구체 조성물, 및 이를 이용한 박막의 제조방법",C07F 13/00|C23C 16/18|C23C 16/40|C23C 16/34|C23C 16/42,2020-07-29,등록,등록,주식회사 한솔케미칼,1,BACKWARD_CITATION_ESTIMATED,1020200094537,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200094537&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020200104587,"이온 전도성 고분자, 이를 포함하는 리튬이차전지용 전극 및 리튬이차전지",C08F 220/18|H01M 4/62|H01M 10/0565|H01M 10/052|C08F 220/56|C08F 236/04|C08F 220/70|C08F 220/08,2020-08-20,등록,등록,삼성에스디아이 주식회사|주식회사 한솔케미칼,1,BACKWARD_CITATION_ESTIMATED,1020200104587,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200104587&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020200104752,"서브PCB, 이를 포함하는 PCB 조립체 및 이를 이용한 전자기기",H05K 1/14|H05K 7/14|H05K 3/34,2020-08-20,등록,등록,한솔테크닉스(주),1,BACKWARD_CITATION_ESTIMATED,1020200104752,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200104752&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020200109903,자동차용 러기지 보드 회전 장치,B60R 5/04|F16H 21/12|B60R 11/00,2020-08-31,등록,등록,주식회사 대한솔루션,1,BACKWARD_CITATION_ESTIMATED,1020200109903,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200109903&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
