source_application_number,source_invention_title,source_ipc_number,source_application_date,source_register_status,source_final_disposal,source_right_holder,citation_record_index,citation_direction,cited_application_number,citing_application_number,citing_invention_title,citing_applicant_name,citation_date,citation_category,is_self_citation_estimated,parse_type,http_status_code,request_ok,request_url
1020210175009,기판지지모듈 및 이를 포함하는 기판처리장치,H10P 72/76|H10P 72/70,2021-12-08,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020210175009,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210175009&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020210185241,서셉터 및 그를 포함하는 기판처리장치,H10P 72/76|H10P 72/00,2021-12-22,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020210185241,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210185241&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020210185808,기판 처리 방법,H10P 10/00|C23C 16/40|C23C 16/455,2021-12-23,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020210185808,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210185808&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020210186353,반송 로봇의 티칭 장치와 방법 및 카메라 지그 장치,H10P 72/50|H10P 72/00|H10P 72/30|B25J 19/02,2021-12-23,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020210186353,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210186353&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020220075533,도어조립체 및 이를 구비하는 기판처리장치,H10P 72/00,2022-06-21,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020220075533,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020220075533&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020220123389,기판지지장치 및 이를 포함하는 기판처리장치,H10P 72/76|H10P 72/70|H10P 72/00|H01J 37/32|C23C 16/458,2022-09-28,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020220123389,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020220123389&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020220125969,기판처리방법,H10D 48/00|H10B 41/27|H10B 43/27|H10P 10/00,2022-10-04,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020220125969,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020220125969&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020220170595,기판처리방법,H10P 14/40|H10P 14/60,2022-12-08,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020220170595,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020220170595&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020220177147,실리콘 산화막 형성 방법,H10P 10/00|C23C 16/40|C23C 16/455|C23C 16/56,2022-12-16,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020220177147,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020220177147&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020240044669,기판처리방법,H10P 72/00|H10P 50/20|H10P 50/28|H01J 37/32,2024-04-02,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020240044669,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020240044669&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020150058313,기판처리장치,H10P 72/00,2015-04-24,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020150058313,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020150058313&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020150163271,반도체 소자의 제조방법,H10P 10/00,2015-11-20,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020150163271,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020150163271&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020160074593,리니어소스 및 이를 포함하는 박막증착장치,H10K 71/16|C23C 14/24|C23C 14/26|H10P 72/00,2016-06-15,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020160074593,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020160074593&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020160088197,기판 처리 장치 및 기판 처리 방법,H10K 71/16|H10K 50/844|H10W 74/01,2016-07-12,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020160088197,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020160088197&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020160145752,하드 마스크 제조방법,H10P 76/40|H10W 20/00|H10P 10/00,2016-11-03,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020160145752,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020160145752&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020160158070,"박막 증착 장치, 이를 포함하는 기판 처리 시스템 및 박막 증착 방법",H10P 10/00|H05H 1/46|H01J 37/32|H01J 49/10,2016-11-25,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020160158070,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020160158070&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020170146254,기판처리장치,H01J 37/32|H10P 72/00|H10P 50/20|H10P 10/00|H10P 72/70,2017-11-03,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020170146254,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020170146254&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020180008225,히터 및 기판처리 장치,H10P 72/00,2018-01-23,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020180008225,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020180008225&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020180101769,반도체 소자의 제조방법,H10P 76/40|G03F 7/20|H10P 10/00,2018-08-29,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020180101769,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020180101769&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020190067965,얼라인모듈,H10P 72/50|H10P 72/00,2019-06-10,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020190067965,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020190067965&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020190081357,기판처리장치 및 기판처리방법,H01J 37/32|H03H 7/40|H10P 72/00|H10P 10/00|H10P 50/20,2019-07-05,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020190081357,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020190081357&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020190104918,기판 처리 장치 및 기판 처리 방법,H01J 37/32|H10P 72/00|H10P 10/00|H10P 50/20,2019-08-27,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020190104918,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020190104918&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020190140017,스로틀밸브 및 그를 가지는 기판처리장치,F16K 1/22|F16K 31/06|H10P 72/00,2019-11-05,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020190140017,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020190140017&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020190141994,기판 처리 장치,H10P 72/00|H10P 72/10,2019-11-07,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020190141994,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020190141994&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020190154574,플라즈마 처리 장치 및 그 제어방법,H01J 37/32|H10P 50/20,2019-11-27,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020190154574,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020190154574&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020110141239,증발히터 고정부재를 포함하는 증발원,H10P 14/22|H10P 72/00|H10P 10/00,2011-12-23,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020110141239,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020110141239&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020110142077,기판처리시스템,H10P 72/30|H10K 71/00|B65G 49/06,2011-12-26,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020110142077,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020110142077&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020120041606,기판처리장치,H10P 14/24,2012-04-20,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020120041606,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020120041606&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020120102643,기판 처리 장치 및 기판 처리 방법,H10P 14/24|C23C 16/455|H10P 10/00,2012-09-17,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020120102643,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020120102643&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020130119030,유도결합 플라즈마 처리장치,H01J 37/32|H10P 14/24|H10P 50/20,2013-10-07,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020130119030,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020130119030&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020210161466,기판 처리 장치,C23C 16/44|C23C 16/455,2021-11-22,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020210161466,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210161466&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020180141509,기판처리장치,H01J 37/32,2018-11-16,등록,등록,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020180141509,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020180141509&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020210184131,기판 처리 방법,H10P 50/28|H10P 10/00,2021-12-21,공개,공개,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020210184131,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210184131&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020220020340,기판 지지 장치 및 이를 포함하는 기판 처리 장치,H10P 72/00|H10P 72/76|H10P 72/70|C23C 16/458|C23C 16/509|H01J 37/32,2022-02-16,공개,공개,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020220020340,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020220020340&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020220075095,반도체 소자의 제조방법 및 이에 제조된 반도체 소자용 구조체,H10P 76/40|H10P 10/00,2022-06-20,공개,공개,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020220075095,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020220075095&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020220099919,피딩블록 및 이를 포함하는 기판 처리 장치,C23C 16/455|H01J 37/32|H10P 72/00,2022-08-10,공개,공개,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020220099919,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020220099919&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020220117284,가스 분배 클램프 및 이를 포함하는 기판 처리 장치,H10P 72/76|H10P 72/70|C23C 16/458|H10P 72/00,2022-09-16,공개,공개,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020220117284,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020220117284&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020230033232,기판처리장치 및 이를 이용한 기판처리방법,H10P 72/76|H10P 72/00,2023-03-14,공개,공개,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020230033232,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020230033232&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020230184982,기판 처리 방법,H10P 14/61|H10P 10/00|C23C 16/02|C23C 16/04|C23C 16/40|C23C 16/455,2023-12-18,공개,공개,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020230184982,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020230184982&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020230188489,박막 증착 방법 및 이를 이용한 반도체 소자의 하드 마스크막 형성 방법,H10P 10/00|H10P 72/00|H10P 72/70|C23C 16/455|C23C 16/50,2023-12-21,공개,공개,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020230188489,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020230188489&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020240018363,세정 기능을 갖는 스로틀밸브 어셈블리 및 이를 포함하는 기판 처리 장치,B08B 5/02|H10P 72/00|F16K 1/22|F16K 27/02,2024-02-06,공개,공개,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020240018363,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020240018363&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020240114599,노즐조립어댑터 및 그를 가지는 기판처리장치,C23C 16/455|C23C 16/44|C23C 16/458|H10P 72/00,2024-08-26,공개,공개,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020240114599,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020240114599&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020240133160,기판 처리 장치 및 방법,H10P 72/00|H10P 72/76|H10P 72/30|C23C 16/54,2024-09-30,공개,공개,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020240133160,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020240133160&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020240144439,기판처리장치 및 기판처리방법,C23C 16/455|C23C 16/458|C23C 16/52|C23C 16/44|H10P 10/00,2024-10-21,공개,공개,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020240144439,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020240144439&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020250047491,"기판 지지대, 기판 처리 장치 및 기판 처리 방법",H10P 72/76|H10P 72/70|H10P 72/00|C23C 16/458,2025-04-11,공개,공개,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020250047491,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020250047491&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020250128348,박막 증착 방법 및 이를 이용한 반도체 소자의 제조방법,H10P 10/00|H10P 76/40,2025-09-09,공개,공개,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020250128348,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020250128348&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020200066425,박막 증착 방법,H10P 10/00|H01J 37/32|C23C 16/02|C23C 16/32|C23C 16/34|C23C 16/455|C23C 16/52,2020-06-02,취하,취하,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020200066425,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200066425&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020210136004,기판 지지 장치 및 이를 포함하는 기판 처리 장치,H10P 72/00|H10P 72/76|C23C 16/458|H01J 37/32|H05B 1/02|H05B 3/00,2021-10-13,취하,취하,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020210136004,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210136004&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020210180606,반도체 제조용 가스공급 장치,C23C 16/448|H10P 72/00,2021-12-16,취하,취하,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020210180606,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210180606&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020220052914,반응 부산물 포집장치와 반응 부산물 포집방법 및 이를 포함하는 기판 처리 시스템,H10P 72/00|C23C 16/44|B01D 53/00|B01D 53/32,2022-04-28,취하,취하,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020220052914,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020220052914&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020220045908,기화기 및 이를 이용한 기판 처리 방법,C23C 16/448|C23C 16/52,2022-04-13,공개,공개,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020220045908,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020220045908&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020220052902,원자층 증착 공정을 활용한 박막 증착방법 및 이를 위한 박막 증착장치,C23C 16/455|C23C 16/44|C23C 16/34|C23C 16/06,2022-04-28,공개,공개,주식회사 원익아이피에스,1,BACKWARD_CITATION_ESTIMATED,1020220052902,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020220052902&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
